economy	ɪ k ɔ́ n ə m ɪj
edge	ɛ́ dʒ
edit	ɛ́ d ɪ t
edition	ɪ d ɪ́ ʃ ə n
editor	ɛ́ d ɪ t ə
educate	ɛ́ dʒ ə k ɛj t
educated	ɛ́ dʒ ə k ɛj t ɪ d
education	ɛ́ dʒ ə k ɛ́j ʃ ə n
educational	ɛ́ dʒ ə k ɛ́j ʃ ə n ə l
effect	ɪ f ɛ́ k t
effective	ɪ f ɛ́ k t ɪ v
effectively	ɪ f ɛ́ k t ɪ v l ɪj
efficient	ɪ f ɪ́ ʃ ə n t
effort	ɛ́ f ə t
egg	ɛ́ g
eight	ɛ́j t
eighteen	ɛ́j t ɪ́j n
eighty	ɛ́j t ɪj
either	ɑ́j ð ə
elderly	ɛ́ l d ə l ɪj
elect	ɪ l ɛ́ k t
election	ɪ l ɛ́ k ʃ ə n
electric	ɪ l ɛ́ k t r ɪ k
electrical	ɪ l ɛ́ k t r ɪ k ə l
electricity	ɪ l ɛ́ k t r ɪ́ s ə t ɪj
electronic	ɛ́ l ɛ k t r ɔ́ n ɪ k
element	ɛ́ l ɪ m ə n t
elephant	ɛ́ l ɪ f ə n t
eleven	ɪ l ɛ́ v ə n
else	ɛ́ l s
elsewhere	ɛ́ l s w ɛ́ː
email	ɪ́j m ɛj l
embarrassed	ɪ m b á r ə s t
embarrassing	ɪ m b á r ə s ɪ ŋ
emerge	ɪ m ə́ː dʒ
emergency	ɪ m ə́ː dʒ ə n s ɪj
emotion	ɪ m ə́w ʃ ə n
emotional	ɪ m ə́w ʃ ə n ə l
emphasis	ɛ́ m f ə s ɪ s
emphasize	ɛ́ m f ə s ɑj z
employ	ɪ m p l ój
employee	ɛ́ m p l oj ɪ́j
employer	ɪ m p l ój ə
employment	ɪ m p l ój m ə n t
empty	ɛ́ m p t ɪj
enable	ɪ n ɛ́j b ə l
encounter	ɪ n k áw n t ə
encourage	ɪ n k ʌ́ r ɪ dʒ
end	ɛ́ n d
ending	ɛ́ n d ɪ ŋ
enemy	ɛ́ n ə m ɪj
energy	ɛ́ n ə dʒ ɪj
engage	ɪ n g ɛ́j dʒ
engaged	ɪ n g ɛ́j dʒ d
engine	ɛ́ n dʒ ɪ n
engineer	ɛ́ n dʒ ɪ n ɪ́ː
engineering	ɛ́ n dʒ ɪ n ɪ́ː r ɪ ŋ
enhance	ɪ n h ɑ́ː n s
enjoy	ɪ n dʒ ój
enormous	ɪ n óː m ə s
enough	ɪ n ʌ́ f
enquiry	ɪ n k w ɑ́j r ɪj
ensure	ɪ n ʃ óː
enter	ɛ́ n t ə
entertain	ɛ́ n t ə t ɛ́j n
entertainment	ɛ́ n t ə t ɛ́j n m ə n t
enthusiasm	ɪ n θ j ʉ́w z ɪj a z ə m
enthusiastic	ɪ n θ j ʉ́w z ɪj á s t ɪ k
entire	ɪ n t ɑ́j ə
entirely	ɪ n t ɑ́j ə l ɪj
entrance	ɛ́ n t r ə n s
entrance	ɪ n t r ɑ́ː n s
entry	ɛ́ n t r ɪj
environment	ɪ n v ɑ́j r ə n m ə n t
environmental	ɪ n v ɑ́j r ə n m ɛ́ n t ə l
episode	ɛ́ p ɪ s əw d
equal	ɪ́j k w ə l
equally	ɪ́j k w ə l ɪj
equipment	ɪ k w ɪ́ p m ə n t
error	ɛ́ r ə
escape	ɪ s k ɛ́j p
especially	ɪ s p ɛ́ ʃ ə l ɪj
essay	ɛ s ɛ́j
essay	ɛ́ s ɛj
essential	ɪ s ɛ́ n ʃ ə l
establish	ɪ s t á b l ɪ ʃ
estate	ɪ s t ɛ́j t
estimate	ɛ́ s t ɪ m ɛj t
estimate	ɛ́ s t ɪ m ə t
ethical	ɛ́ θ ɪ k ə l
euro	j ɵ́ː r əw
evaluate	ɪ v á l j ʉw ɛj t
even	ɪ́j v ə n
evening	ɪ́j v n ɪ ŋ
event	ɪ v ɛ́ n t
eventually	ɪ v ɛ́ n tʃ ʉw ə l ɪj
ever	ɛ́ v ə
every	ɛ́ v r ɪj
everybody	ɛ́ v r ɪj b ɔ d ɪj
everyday	ɛ́ v r ɪj d ɛj
everyone	ɛ́ v r ɪj w ʌ n
everything	ɛ́ v r ɪj θ ɪ ŋ
everywhere	ɛ́ v r ɪj w ɛː
evidence	ɛ́ v ɪ d ə n s
evil	ɪ́j v ə l
exact	ɪ g z á k t
exactly	ɪ g z á k t l ɪj
exam	ɪ g z á m
examination	ɪ g z á m ɪ n ɛ́j ʃ ə n
examine	ɪ g z á m ɪ n
example	ɪ g z ɑ́ː m p ə l
excellent	ɛ́ k s ə l ə n t
except	ɪ k s ɛ́ p t
exchange	ɪ k s tʃ ɛ́j n dʒ
excited	ɪ k s ɑ́j t ɪ d
excitement	ɪ k s ɑ́j t m ə n t
exciting	ɪ k s ɑ́j t ɪ ŋ
excuse	ɪ k s k j ʉ́w s
excuse	ɪ k s k j ʉ́w z
executive	ɪ g z ɛ́ k j ə t ɪ v
exercise	ɛ́ k s ə s ɑj z
exhibition	ɛ́ k s ɪ b ɪ́ ʃ ə n
exist	ɪ g z ɪ́ s t
existence	ɪ g z ɪ́ s t ə n s
expand	ɪ k s p á n d
expect	ɪ k s p ɛ́ k t
expectation	ɛ́ k s p ɛ k t ɛ́j ʃ ə n
expected	ɪ k s p ɛ́ k t ɪ d
expedition	ɛ́ k s p ɪ d ɪ́ ʃ ə n
expense	ɪ k s p ɛ́ n s
expensive	ɪ k s p ɛ́ n s ɪ v
experience	ɪ k s p ɪ́ː r ɪj ə n s
experienced	ɪ k s p ɪ́ː r ɪj ə n s t
experiment	ɪ k s p ɛ́ r ɪ m ə n t
expert	ɛ́ k s p əː t
explain	ɪ k s p l ɛ́j n
explanation	ɛ́ k s p l ə n ɛ́j ʃ ə n
explode	ɪ k s p l ə́w d
exploration	ɛ́ k s p l ə r ɛ́j ʃ ə n
explore	ɪ k s p l óː
explosion	ɪ k s p l ə́w ʒ ə n
export	ɛ́ k s p oː t
export	ɪ k s p óː t
expose	ɪ k s p ə́w z
express	ɪ k s p r ɛ́ s
expression	ɪ k s p r ɛ́ ʃ ə n
extend	ɪ k s t ɛ́ n d
extent	ɪ k s t ɛ́ n t
external	ɪ k s t ə́ː n ə l
extra	ɛ́ k s t r ə
extraordinary	ɪ k s t r óː d ə n r ɪj
extreme	ɪ k s t r ɪ́j m
extremely	ɪ k s t r ɪ́j m l ɪj
eye	ɑ́j
face	f ɛ́j s
facility	f ə s ɪ́ l ə t ɪj
fact	f á k t
factor	f á k t ə
factory	f á k t ə r ɪj
fail	f ɛ́j l
failure	f ɛ́j l j ə
fair	f ɛ́ː
fairly	f ɛ́ː l ɪj
faith	f ɛ́j θ
fall	f óː l
false	f ɔ́ l s
familiar	f ə m ɪ́ l j ə
family	f á m l ɪj
famous	f ɛ́j m ə s
fan	f á n
fancy	f á n s ɪj
fantastic	f a n t á s t ɪ k
far	f ɑ́ː
farm	f ɑ́ː m
farmer	f ɑ́ː m ə
farming	f ɑ́ː m ɪ ŋ
fascinating	f á s ɪ n ɛj t ɪ ŋ
fashion	f á ʃ ə n
fashionable	f á ʃ n ə b ə l
fast	f ɑ́ː s t
fasten	f ɑ́ː s ə n
fat	f á t
father	f ɑ́ː ð ə
fault	f ɔ́ l t
favour	f ɛ́j v ə
favourite	f ɛ́j v r ɪ t
fear	f ɪ́ː
feather	f ɛ́ ð ə
feature	f ɪ́j tʃ ə
February	f ɛ́ b j ə r ɪj
fee	f ɪ́j
feed	f ɪ́j d
feedback	f ɪ́j d b a k
feel	f ɪ́j l
feeling	f ɪ́j l ɪ ŋ
fellow	f ɛ́ l əw
female	f ɪ́j m ɛj l
fence	f ɛ́ n s
festival	f ɛ́ s t ɪ v ə l
few	f j ʉ́w
fiction	f ɪ́ k ʃ ə n
field	f ɪ́j l d
fifteen	f ɪ́ f t ɪ́j n
fifth	f ɪ́ f θ
fifty	f ɪ́ f t ɪj
fight	f ɑ́j t
fighting	f ɑ́j t ɪ ŋ
figure	f ɪ́ g ə
file	f ɑ́j l
fill	f ɪ́ l
film	f ɪ́ l m
final	f ɑ́j n ə l
finally	f ɑ́j n ə l ɪj
finance	f ɑ́j n a n s
financial	f ɑj n á n ʃ ə l
find	f ɑ́j n d
finding	f ɑ́j n d ɪ ŋ
fine	f ɑ́j n
finger	f ɪ́ ŋ g ə
finish	f ɪ́ n ɪ ʃ
fire	f ɑ́j ə
firm	f ə́ː m
first	f ə́ː s t
firstly	f ə́ː s t l ɪj
fish	f ɪ́ ʃ
fishing	f ɪ́ ʃ ɪ ŋ
fit	f ɪ́ t
fitness	f ɪ́ t n ə s
five	f ɑ́j v
fix	f ɪ́ k s
fixed	f ɪ́ k s t
flag	f l á g
flame	f l ɛ́j m
flash	f l á ʃ
flat	f l á t
flexible	f l ɛ́ k s ə b ə l
flight	f l ɑ́j t
float	f l ə́w t
flood	f l ʌ́ d
floor	f l óː
flour	f l áw ə
flow	f l ə́w
flower	f l áw ə
flu	f l ʉ́w
fly	f l ɑ́j
flying	f l ɑ́j ɪ ŋ
focus	f ə́w k ə s
fold	f ə́w l d
folding	f ə́w l d ɪ ŋ
folk	f ə́w k
follow	f ɔ́ l əw
following	f ɔ́ l əw ɪ ŋ
food	f ʉ́w d
foot	f ɵ́ t
football	f ɵ́ t b oː l
for	f óː
for	f ə
force	f óː s
foreign	f ɔ́ r ə n
forest	f ɔ́ r ɪ s t
forever	f ə r ɛ́ v ə
forget	f ə g ɛ́ t
forgive	f ə g ɪ́ v
fork	f óː k
form	f óː m
formal	f óː m ə l
former	f óː m ə
fortunately	f óː tʃ ə n ə t l ɪj
fortune	f óː tʃ ʉw n
forty	f óː t ɪj
forward	f óː w ə d
found	f áw n d
four	f óː
fourteen	f óː t ɪ́j n
fourth	f óː θ
frame	f r ɛ́j m
free	f r ɪ́j
freedom	f r ɪ́j d ə m
freeze	f r ɪ́j z
frequency	f r ɪ́j k w ə n s ɪj
frequently	f r ɪ́j k w ə n t l ɪj
fresh	f r ɛ́ ʃ
Friday	f r ɑ́j d ɛj
fridge	f r ɪ́ dʒ
friend	f r ɛ́ n d
friendly	f r ɛ́ n d l ɪj
friendship	f r ɛ́ n d ʃ ɪ p
frighten	f r ɑ́j t ə n
frightened	f r ɑ́j t ə n d
frightening	f r ɑ́j t n ɪ ŋ
frog	f r ɔ́ g
from	f r ɔ́ m
from	f r ə m
front	f r ʌ́ n t
frozen	f r ə́w z ə n
fruit	f r ʉ́w t
fry	f r ɑ́j
fuel	f j ʉ́w ə l
full	f ɵ́ l
fully	f ɵ́ l ɪj
fun	f ʌ́ n
function	f ʌ́ ŋ k ʃ ə n
fund	f ʌ́ n d
fundamental	f ʌ́ n d ə m ɛ́ n t ə l
funding	f ʌ́ n d ɪ ŋ
funny	f ʌ́ n ɪj
fur	f ə́ː
furniture	f ə́ː n ɪ tʃ ə
further	f ə́ː ð ə
furthermore	f ə́ː ð ə m óː
future	f j ʉ́w tʃ ə
gain	g ɛ́j n
gallery	g á l ə r ɪj
game	g ɛ́j m
gang	g á ŋ
gap	g á p
garage	g á r ɪ dʒ
garden	g ɑ́ː d ə n
gas	g á s
gate	g ɛ́j t
gather	g á ð ə
general	dʒ ɛ́ n r ə l
generally	dʒ ɛ́ n r ə l ɪj
generate	dʒ ɛ́ n ə r ɛj t
generation	dʒ ɛ́ n ə r ɛ́j ʃ ə n
generous	dʒ ɛ́ n ə r ə s
genre	ʒ ɔ́ n r ə
gentle	dʒ ɛ́ n t ə l
gentleman	dʒ ɛ́ n t ə l m ə n
geography	dʒ ɔ́ g r ə f ɪj
get	g ɛ́ t
ghost	g ə́w s t
giant	dʒ ɑ́j ə n t
gift	g ɪ́ f t
girl	g ə́ː l
girlfriend	g ə́ː l f r ɛ n d
give	g ɪ́ v
glad	g l á d
glass	g l ɑ́ː s
global	g l ə́w b ə l
glove	g l ʌ́ v
go	g ə́w
goal	g ə́w l
god	g ɔ́ d
gold	g ə́w l d
golf	g ɔ́ l f
good	g ɵ́ d
goodbye	g ɵ́ d b ɑ́j
goods	g ɵ́ d z
govern	g ʌ́ v ə n
government	g ʌ́ v ə n m ə n t
grab	g r á b
grade	g r ɛ́j d
gradually	g r á dʒ ʉw ə l ɪj
graduate	g r á dʒ ʉw ɛj t
graduate	g r á dʒ ʉw ə t
grain	g r ɛ́j n
grand	g r á n d
grandfather	g r á n f ɑː ð ə
grandmother	g r á n m ʌ ð ə
grandparent	g r á n p ɛː r ə n t
grant	g r ɑ́ː n t
grass	g r ɑ́ː s
grateful	g r ɛ́j t f ə l
great	g r ɛ́j t
green	g r ɪ́j n
greet	g r ɪ́j t
grey	g r ɛ́j
ground	g r áw n d
group	g r ʉ́w p
grow	g r ə́w
growth	g r ə́w θ
guarantee	g á r ə n t ɪ́j
guard	g ɑ́ː d
guess	g ɛ́ s
guest	g ɛ́ s t
guide	g ɑ́j d
guilty	g ɪ́ l t ɪj
guitar	g ɪ t ɑ́ː
gun	g ʌ́ n
guy	g ɑ́j
gym	dʒ ɪ́ m
habit	h á b ɪ t
hair	h ɛ́ː
half	h ɑ́ː f
hall	h óː l
hand	h á n d
handle	h á n d ə l
hang	h á ŋ
happen	h á p ə n
happily	h á p ɪ l ɪj
happiness	h á p ɪj n ə s
happy	h á p ɪj
hard	h ɑ́ː d
hardly	h ɑ́ː d l ɪj
harm	h ɑ́ː m
harmful	h ɑ́ː m f ə l
hat	h á t
hate	h ɛ́j t
have	h á v
have	h ə v
he	h ɪ́j
head	h ɛ́ d
headache	h ɛ́ d ɛj k
headline	h ɛ́ d l ɑj n
health	h ɛ́ l θ
healthy	h ɛ́ l θ ɪj
hear	h ɪ́ː
hearing	h ɪ́ː r ɪ ŋ
heart	h ɑ́ː t
heat	h ɪ́j t
heating	h ɪ́j t ɪ ŋ
heaven	h ɛ́ v ə n
heavily	h ɛ́ v ɪ l ɪj
heavy	h ɛ́ v ɪj
heel	h ɪ́j l
height	h ɑ́j t
helicopter	h ɛ́ l ɪ k ɔ p t ə
hell	h ɛ́ l
hello	h ɛ l ə́w
help	h ɛ́ l p
helpful	h ɛ́ l p f ə l
her	h ə
her	h ə́ː
here	h ɪ́ː
hero	h ɪ́ː r əw
hers	h ə́ː z
herself	h əː s ɛ́ l f
hesitate	h ɛ́ z ɪ t ɛj t
hey	h ɛ́j
hi	h ɑ́j
hide	h ɑ́j d
high	h ɑ́j
highlight	h ɑ́j l ɑj t
highly	h ɑ́j l ɪj
hill	h ɪ́ l
him	h ɪ m
him	h ɪ́ m
himself	h ɪ m s ɛ́ l f
hire	h ɑ́j ə
his	h ɪ z
his	h ɪ́ z
historic	h ɪ s t ɔ́ r ɪ k
historical	h ɪ s t ɔ́ r ɪ k ə l
history	h ɪ́ s t r ɪj
hit	h ɪ́ t
hobby	h ɔ́ b ɪj
hockey	h ɔ́ k ɪj
hold	h ə́w l d
hole	h ə́w l
holiday	h ɔ́ l ə d ɛj
hollow	h ɔ́ l əw
holy	h ə́w l ɪj
home	h ə́w m
homework	h ə́w m w əː k
honest	ɔ́ n ɪ s t
honour	ɔ́ n ə
hope	h ə́w p
horrible	h ɔ́ r ə b ə l
horror	h ɔ́ r ə
horse	h óː s
hospital	h ɔ́ s p ɪ t ə l
host	h ə́w s t
hot	h ɔ́ t
hotel	h əw t ɛ́ l
hour	áw ə
house	h áw s
house	h áw z
household	h áw s h əw l d
housing	h áw z ɪ ŋ
how	h áw
however	h aw ɛ́ v ə
huge	h j ʉ́w dʒ
human	h j ʉ́w m ə n
humorous	h j ʉ́w m ə r ə s
humour	h j ʉ́w m ə
hundred	h ʌ́ n d r ə d
hungry	h ʌ́ ŋ g r ɪj
hunt	h ʌ́ n t
hunting	h ʌ́ n t ɪ ŋ
hurricane	h ʌ́ r ɪ k ɛj n
hurry	h ʌ́ r ɪj
hurt	h ə́ː t
husband	h ʌ́ z b ə n d
I	ɑ́j
ice	ɑ́j s
idea	ɑj d ɪ́ː
ideal	ɑj d ɪ́j ə l
identify	ɑj d ɛ́ n t ɪ f ɑj
identity	ɑj d ɛ́ n t ə t ɪj
if	ɪ f
if	ɪ́ f
ignore	ɪ g n óː
ill	ɪ́ l
illegal	ɪ l ɪ́j g ə l
illness	ɪ́ l n ə s
illustrate	ɪ́ l ə s t r ɛj t
illustration	ɪ́ l ə s t r ɛ́j ʃ ə n
image	ɪ́ m ɪ dʒ
imaginary	ɪ m á dʒ ɪ n ə r ɪj
imagination	ɪ m á dʒ ɪ n ɛ́j ʃ ə n
imagine	ɪ m á dʒ ɪ n
immediate	ɪ m ɪ́j d ɪj ə t
immediately	ɪ m ɪ́j d ɪj ə t l ɪj
immigrant	ɪ́ m ɪ g r ə n t
impact	ɪ m p á k t
impact	ɪ́ m p a k t
impatient	ɪ m p ɛ́j ʃ ə n t
imply	ɪ m p l ɑ́j
import	ɪ m p óː t
import	ɪ́ m p oː t
importance	ɪ m p óː t ə n s
important	ɪ m p óː t ə n t
impose	ɪ m p ə́w z
impossible	ɪ m p ɔ́ s ə b ə l
impress	ɪ m p r ɛ́ s
impress	ɪ́ m p r ɛ s
impressed	ɪ m p r ɛ́ s t
impression	ɪ m p r ɛ́ ʃ ə n
impressive	ɪ m p r ɛ́ s ɪ v
improve	ɪ m p r ʉ́w v
improvement	ɪ m p r ʉ́w v m ə n t
in	ɪ n
in	ɪ́ n
inch	ɪ́ n tʃ
incident	ɪ́ n s ɪ d ə n t
include	ɪ n k l ʉ́w d
included	ɪ n k l ʉ́w d ɪ d
including	ɪ n k l ʉ́w d ɪ ŋ
income	ɪ́ ŋ k ʌ m
increase	ɪ n k r ɪ́j s
increase	ɪ́ ŋ k r ɪj s
increasingly	ɪ n k r ɪ́j s ɪ ŋ l ɪj
incredible	ɪ n k r ɛ́ d ə b ə l
incredibly	ɪ n k r ɛ́ d ə b l ɪj
indeed	ɪ n d ɪ́j d
independent	ɪ́ n d ɪ p ɛ́ n d ə n t
indicate	ɪ́ n d ɪ k ɛj t
indirect	ɪ́ n d ɪ r ɛ́ k t
individual	ɪ́ n d ɪ v ɪ́ dʒ ʉw ə l
indoor	ɪ́ n d oː
indoors	ɪ́ n d óː z
industrial	ɪ n d ʌ́ s t r ɪj ə l
industry	ɪ́ n d ə s t r ɪj
infection	ɪ n f ɛ́ k ʃ ə n
influence	ɪ́ n f l ʉw ə n s
inform	ɪ n f óː m
informal	ɪ n f óː m ə l
information	ɪ́ n f ə m ɛ́j ʃ ə n
ingredient	ɪ n g r ɪ́j d ɪj ə n t
initial	ɪ n ɪ́ ʃ ə l
initially	ɪ n ɪ́ ʃ ə l ɪj
initiative	ɪ n ɪ́ ʃ ə t ɪ v
injure	ɪ́ n dʒ ə
injured	ɪ́ n dʒ ə d
injury	ɪ́ n dʒ ə r ɪj
inner	ɪ́ n ə
innocent	ɪ́ n ə s ə n t
inquiry	ɪ n k w ɑ́j r ɪj
insect	ɪ́ n s ɛ k t
inside	ɪ n s ɑ́j d
insight	ɪ́ n s ɑj t
insist	ɪ n s ɪ́ s t
inspire	ɪ n s p ɑ́j ə
install	ɪ n s t óː l
instance	ɪ́ n s t ə n s
instead	ɪ n s t ɛ́ d
institute	ɪ́ n s t ɪ tʃ ʉw t
institution	ɪ́ n s t ɪ tʃ ʉ́w ʃ ə n
instruction	ɪ n s t r ʌ́ k ʃ ə n
instructor	ɪ n s t r ʌ́ k t ə
instrument	ɪ́ n s t r ə m ə n t
insurance	ɪ n ʃ óː r ə n s
intelligence	ɪ n t ɛ́ l ɪ dʒ ə n s
intelligent	ɪ n t ɛ́ l ɪ dʒ ə n t
intend	ɪ n t ɛ́ n d
intended	ɪ n t ɛ́ n d ɪ d
intense	ɪ n t ɛ́ n s
intention	ɪ n t ɛ́ n ʃ ə n
interest	ɪ́ n t r ɛ s t
interested	ɪ́ n t r ɛ s t ɪ d
interesting	ɪ́ n t r ɛ s t ɪ ŋ
internal	ɪ n t ə́ː n ə l
international	ɪ́ n t ə n á ʃ n ə l
internet	ɪ́ n t ə n ɛ t
interpret	ɪ n t ə́ː p r ɪ t
interrupt	ɪ́ n t ə r ʌ́ p t
interview	ɪ́ n t ə v j ʉw
into	ɪ́ n t ʉw
into	ɪ́ n t ə
introduce	ɪ́ n t r ə dʒ ʉ́w s
introduction	ɪ́ n t r ə d ʌ́ k ʃ ə n
invent	ɪ n v ɛ́ n t
invention	ɪ n v ɛ́ n ʃ ə n
invest	ɪ n v ɛ́ s t
investigate	ɪ n v ɛ́ s t ɪ g ɛj t
investigation	ɪ n v ɛ́ s t ɪ g ɛ́j ʃ ə n
investment	ɪ n v ɛ́ s t m ə n t
invitation	ɪ́ n v ɪ t ɛ́j ʃ ə n
invite	ɪ n v ɑ́j t
invite	ɪ́ n v ɑj t
involve	ɪ n v ɔ́ l v
involved	ɪ n v ɔ́ l v d
iron	ɑ́j ə n
island	ɑ́j l ə n d
issue	ɪ́ ʃ ʉw
item	ɑ́j t ə m
its	ɪ t s
its	ɪ́ t s
itself	ɪ t s ɛ́ l f
jacket	dʒ á k ɪ t
jam	dʒ á m
January	dʒ á n j ə r ɪj
jazz	dʒ á z
jeans	dʒ ɪ́j n z
jewellery	dʒ ʉ́w ə l r ɪj
job	dʒ ɔ́ b
join	dʒ ój n
joke	dʒ ə́w k
journal	dʒ ə́ː n ə l
journalist	dʒ ə́ː n ə l ɪ s t
journey	dʒ ə́ː n ɪj
joy	dʒ ój
judge	dʒ ʌ́ dʒ
judgement	dʒ ʌ́ dʒ m ə n t
juice	dʒ ʉ́w s
July	dʒ ə l ɑ́j
jump	dʒ ʌ́ m p
June	dʒ ʉ́w n
junior	dʒ ʉ́w n ɪj ə
just	dʒ ʌ́ s t
justice	dʒ ʌ́ s t ɪ s
justify	dʒ ʌ́ s t ɪ f ɑj
keen	k ɪ́j n
keep	k ɪ́j p
key	k ɪ́j
keyboard	k ɪ́j b oː d
kick	k ɪ́ k
kid	k ɪ́ d
kill	k ɪ́ l
killing	k ɪ́ l ɪ ŋ
kilometre	k ɪ l ɔ́ m ɪ t ə
kind	k ɑ́j n d
king	k ɪ́ ŋ
kiss	k ɪ́ s
kitchen	k ɪ́ tʃ ɪ n
knee	n ɪ́j
knife	n ɑ́j f
knock	n ɔ́ k
know	n ə́w
knowledge	n ɔ́ l ɪ dʒ
lab	l á b
label	l ɛ́j b ə l
laboratory	l ə b ɔ́ r ə t r ɪj
labour	l ɛ́j b ə
lack	l á k
lady	l ɛ́j d ɪj
lake	l ɛ́j k
lamp	l á m p
land	l á n d
landscape	l á n d s k ɛj p
language	l á ŋ g w ɪ dʒ
laptop	l á p t ɔ p
large	l ɑ́ː dʒ
largely	l ɑ́ː dʒ l ɪj
last	l ɑ́ː s t
late	l ɛ́j t
later	l ɛ́j t ə
latest	l ɛ́j t ə s t
laugh	l ɑ́ː f
laughter	l ɑ́ː f t ə
launch	l óː n tʃ
law	l óː
lawyer	l ój ə
lay	l ɛ́j
layer	l ɛ́j ə
lazy	l ɛ́j z ɪj
lead	l ɛ́ d
lead	l ɪ́j d
leader	l ɪ́j d ə
leadership	l ɪ́j d ə ʃ ɪ p
leading	l ɛ́ d ɪ ŋ
leading	l ɪ́j d ɪ ŋ
leaf	l ɪ́j f
league	l ɪ́j g
lean	l ɪ́j n
learn	l ə́ː n
learning	l ə́ː n ɪ ŋ
least	l ɪ́j s t
leather	l ɛ́ ð ə
leave	l ɪ́j v
lecture	l ɛ́ k tʃ ə
left	l ɛ́ f t
leg	l ɛ́ g
legal	l ɪ́j g ə l
leisure	l ɛ́ ʒ ə
lemon	l ɛ́ m ə n
lend	l ɛ́ n d
length	l ɛ́ ŋ k θ
less	l ɛ́ s
lesson	l ɛ́ s ə n
let	l ɛ́ t
letter	l ɛ́ t ə
level	l ɛ́ v ə l
library	l ɑ́j b r ə r ɪj
licence	l ɑ́j s ə n s
lie	l ɑ́j
life	l ɑ́j f
lifestyle	l ɑ́j f s t ɑj l
lift	l ɪ́ f t
light	l ɑ́j t
like	l ɑ́j k
likely	l ɑ́j k l ɪj
limit	l ɪ́ m ɪ t
limited	l ɪ́ m ɪ t ɪ d
line	l ɑ́j n
link	l ɪ́ ŋ k
lion	l ɑ́j ə n
lip	l ɪ́ p
liquid	l ɪ́ k w ɪ d
list	l ɪ́ s t
listen	l ɪ́ s ə n
listener	l ɪ́ s n ə
literature	l ɪ́ t r ə tʃ ə
little	l ɪ́ t ə l
live	l ɑ́j v
live	l ɪ́ v
lively	l ɑ́j v l ɪj
living	l ɪ́ v ɪ ŋ
load	l ə́w d
loan	l ə́w n
local	l ə́w k ə l
locate	l əw k ɛ́j t
located	l əw k ɛ́j t ɪ d
location	l əw k ɛ́j ʃ ə n
lock	l ɔ́ k
logical	l ɔ́ dʒ ɪ k ə l
lonely	l ə́w n l ɪj
long	l ɔ́ ŋ
long-term	l ɔ́ ŋ t əː m
look	l ɵ́ k
loose	l ʉ́w s
lord	l óː d
lorry	l ɔ́ r ɪj
lose	l ʉ́w z
loss	l ɔ́ s
lost	l ɔ́ s t
lot	l ɔ́ t
loud	l áw d
loudly	l áw d l ɪj
love	l ʌ́ v
lovely	l ʌ́ v l ɪj
low	l ə́w
lower	l áw ə
lower	l ə́w ə
luck	l ʌ́ k
lucky	l ʌ́ k ɪj
lunch	l ʌ́ n tʃ
lung	l ʌ́ ŋ
luxury	l ʌ́ k ʃ ə r ɪj
machine	m ə ʃ ɪ́j n
mad	m á d
magazine	m á g ə z ɪ́j n
magic	m á dʒ ɪ k
mail	m ɛ́j l
main	m ɛ́j n
mainly	m ɛ́j n l ɪj
maintain	m ɛj n t ɛ́j n
major	m ɛ́j dʒ ə
majority	m ə dʒ ɔ́ r ə t ɪj
make	m ɛ́j k
male	m ɛ́j l
mall	m óː l
man	m á n
manage	m á n ɪ dʒ
management	m á n ɪ dʒ m ə n t
manager	m á n ɪ dʒ ə
manner	m á n ə
many	m ɛ́ n ɪj
map	m á p
March	m ɑ́ː tʃ
mark	m ɑ́ː k
market	m ɑ́ː k ɪ t
marketing	m ɑ́ː k ɪ t ɪ ŋ
marriage	m á r ɪ dʒ
married	m á r ɪj d
marry	m á r ɪj
mass	m á s
massive	m á s ɪ v
master	m ɑ́ː s t ə
match	m á tʃ
matching	m á tʃ ɪ ŋ
material	m ə t ɪ́ː r ɪj ə l
mathematics	m á θ ə m á t ɪ k s
maths	m á θ s
matter	m á t ə
maximum	m á k s ɪ m ə m
May	m ɛ́j
maybe	m ɛ́j b ɪj
me	m ɪ́j
meal	m ɪ́j l
mean	m ɪ́j n
meaning	m ɪ́j n ɪ ŋ
means	m ɪ́j n z
meanwhile	m ɪ́j n w ɑj l
measure	m ɛ́ ʒ ə
measurement	m ɛ́ ʒ ə m ə n t
meat	m ɪ́j t
media	m ɪ́j d ɪj ə
medical	m ɛ́ d ɪ k ə l
medicine	m ɛ́ d ɪ s ə n
medium	m ɪ́j d ɪj ə m
meet	m ɪ́j t
meeting	m ɪ́j t ɪ ŋ
melt	m ɛ́ l t
member	m ɛ́ m b ə
memory	m ɛ́ m r ɪj
mental	m ɛ́ n t ə l
mention	m ɛ́ n ʃ ə n
menu	m ɛ́ n j ʉw
mess	m ɛ́ s
message	m ɛ́ s ɪ dʒ
metal	m ɛ́ t ə l
method	m ɛ́ θ ə d
metre	m ɪ́j t ə
middle	m ɪ́ d ə l
midnight	m ɪ́ d n ɑj t
might	m ɑ́j t
mild	m ɑ́j l d
mile	m ɑ́j l
military	m ɪ́ l ɪ t r ɪj
milk	m ɪ́ l k
million	m ɪ́ l j ə n
mind	m ɑ́j n d
mine	m ɑ́j n
mineral	m ɪ́ n ə r ə l
minimum	m ɪ́ n ɪ m ə m
minister	m ɪ́ n ɪ s t ə
minor	m ɑ́j n ə
minority	m ɑj n ɔ́ r ə t ɪj
minute	m ɑj n j ʉ́w t
